train_loss          ,train_acc              ,test_loss,    test_acc
0.3766307087354763,0.8333333333333334,0.3272745087742806,0.84375
0.2800316095191945,0.8733198924731184,0.2982437881199938,0.8577302631578947
0.2828214817470119,0.8733198924731188,0.29209757439400025,0.865953947368421
0.2398652275723796,0.8881048387096778,0.29133162137709173,0.8700657894736843
